ID	ND	FL
Vibrio	2.048586e-05	7.598741e-05
JAFUYV01	6.972429e-05	2.674136e-05
Roseobacter	7.253964e-05	2.353303e-05
CALVVX01	2.854324e-05	6.74932e-05
Pseudovibrio	5.030347e-05	4.546109e-05
Nitrosococcus	2.280577e-05	7.294079e-05
Pontibacillus	3.362228e-05	6.203497e-05
JAHHTP01	4.237202e-05	5.316856e-05
WRFF01	4.158711e-05	5.365412e-05
JAVKTS01	1.606877e-05	7.901619e-05
JAEWLZ01	2.136601e-05	7.339263e-05
Tepidibacter_A	2.839535e-05	6.629401e-05
JAUNIP01	4.683855e-05	4.764073e-05
G963665005	3.750214e-05	5.687032e-05
Fannyhessea	6.841008e-05	2.591794e-05
JAAZGC01	3.750189e-05	5.682394e-05
JAEXRW01	3.225106e-05	6.200724e-05
4572-104	3.523063e-05	5.899628e-05
UBA1265	0	9.408813e-05
DUPL01	8.016377e-05	1.380859e-05
SUG1684	5.443221e-05	3.949952e-05
CACXMZ01	5.915037e-05	3.473254e-05
CANLTT01	4.585366e-05	4.799481e-05
SUG1495	8.147283e-05	1.226464e-05
SIG488	3.769595e-05	5.576102e-05
CAKSHP01	1.137493e-05	8.201115e-05
JAVBQF01	1.911177e-05	7.373657e-05
UBA3103	7.135123e-05	2.136916e-05
Cesiribacter	3.200458e-05	6.066188e-05
Rugamonas_A	3.310971e-05	5.883518e-05
JAFADY01	7.324062e-05	1.86684e-05
Balneatrix	2.881089e-05	6.275666e-05
SIG502	3.666432e-05	5.489203e-05
JAIRUA01	3.399295e-05	5.754819e-05
SYAR01	4.218344e-05	4.916304e-05
JAKOUW01	6.949106e-06	8.434184e-05
RGIG3506	2.138271e-05	6.982444e-05
Schleiferilactobacillus	3.5758e-05	5.541005e-05
Maritimibacter	6.869195e-05	2.237712e-05
P52-10	4.006858e-05	5.068894e-05
JAISZF01	4.670599e-05	4.387257e-05
CANRGO01	4.638781e-05	4.417731e-05
Bacillus_AD	4.115172e-05	4.937292e-05
CAVCAD01	4.76379e-05	4.287136e-05
RUG11623	2.487445e-05	6.560734e-05
Caminicella	0	9.038376e-05
DCFW01	7.532803e-05	1.496095e-05
RUG11139	3.810763e-05	5.208307e-05
DASTFP01	4.817717e-05	4.193228e-05
DYEY01	3.196288e-05	5.801389e-05
UBA3222	4.559374e-05	4.436313e-05
Stutzerimonas	5.312608e-05	3.682787e-05
JAQWAN01	1.115207e-05	7.878256e-05
SLHU01	8.755963e-07	8.88633e-05
RGIG8709	4.687913e-05	4.279691e-05
CAITJF01	2.637095e-05	6.325268e-05
Macrococcoides	4.343191e-07	8.909797e-05
DATJLY01	3.945753e-05	5.005794e-05
Thauera	2.960325e-05	5.984918e-05
Tractidigestivibacter	4.792105e-05	4.150682e-05
JAVWGW01	4.831245e-05	4.100762e-05
RGIG2066	7.192204e-05	1.737919e-05
JALCRY01	5.608492e-05	3.32082e-05
RGIG8367	2.413221e-05	6.51136e-05
Tepidimicrobium	5.371449e-05	3.516192e-05
UMGS1840	4.326089e-05	4.552879e-05
Urinicoccus	0	8.878048e-05
GCA-003244245	2.875004e-05	6.000401e-05
Smithella	2.94564e-05	5.916774e-05
DATBFI01	3.549437e-05	5.31027e-05
JAADED01	4.624511e-05	4.216993e-05
DAMCAP01	3.501671e-05	5.339304e-05
Tharpella	3.773573e-05	5.053421e-05
JANQEZ01	6.236618e-05	2.585478e-05
Bhargavaea	3.898191e-05	4.912067e-05
JAISRF01	5.539938e-05	3.26451e-05
L227-5C	5.397887e-05	3.399597e-05
CAIKBL01	2.439823e-05	6.352444e-05
JALOTB01	4.352938e-05	4.433227e-05
Venteria	2.852339e-05	5.922999e-05
RUG11420	3.746097e-05	5.012738e-05
Aquabacterium_A	3.791623e-05	4.962335e-05
SFEB01	0	8.735627e-05
RGIG7450	1.416984e-05	7.314078e-05
JAGPDF01	2.247977e-05	6.475825e-05
Kmv33	2.612966e-05	6.105513e-05
JAVBNN01	2.761534e-05	5.930936e-05
JAAYNH01	4.427675e-05	4.24043e-05
Adamsella	2.617491e-05	6.047292e-05
Planktosalinus	4.620897e-05	4.043751e-05
MR-S7	4.203389e-05	4.432066e-05
UBA1424	1.268876e-05	7.352745e-05
JAVEVO01	4.938928e-05	3.650222e-05
SIG685	4.424701e-05	4.150341e-05
RGIG990	2.353161e-05	6.179685e-05
Lentibacillus_C	5.862615e-06	7.921959e-05
JAAYHF01	5.060502e-05	3.443145e-05
Atopococcus	1.369569e-05	7.130289e-05
Bacillus_AI	1.872372e-05	6.623331e-05
G037157775	3.616164e-05	4.828983e-05
JAVBLQ01	3.270033e-05	5.138272e-05
Alloruminococcus	4.33719e-05	4.069313e-05
JASJDU01	4.751531e-05	3.648504e-05
Pseudorivibacter	3.812799e-05	4.586668e-05
JAQUCI01	3.010236e-05	5.388323e-05
WRBF01	2.17594e-05	6.217056e-05
JACPRB01	4.311397e-05	4.079926e-05
PWXP01	3.708592e-06	8.018369e-05
Avirikenella	3.228719e-05	5.15635e-05
GWB2-37-7	5.269186e-05	3.104937e-05
Cerasibacillus	0	8.359908e-05
Longimicrobium	6.110655e-05	2.226487e-05
Roseiarcus	3.374961e-05	4.958084e-05
JAIRLF01	4.657881e-05	3.670465e-05
JAHDCG01	8.318067e-05	0
UMGS1591	4.399934e-05	3.915662e-05
Desulfofalx	5.974901e-05	2.337963e-05
Berryella	3.7462e-05	4.565948e-05
WRCT01	2.265157e-05	6.008206e-05
UBA791	9.582601e-06	7.313517e-05
Aquincola	4.027583e-05	4.231138e-05
JACRMB01	1.042433e-05	7.215423e-05
Aestuariivirga	2.873788e-05	5.375694e-05
JAZKAR01	4.355418e-05	3.886987e-05
Bin75	3.570546e-05	4.668752e-05
Heliorestis	1.766001e-05	6.466211e-05
JANMJD01	1.833149e-05	6.398722e-05
OXYB2-FULL-32-7	6.35857e-05	1.867037e-05
JAWSUT01	3.20058e-05	5.023963e-05
Polynucleobacter	3.87754e-05	4.345574e-05
JASEJN01	4.789937e-05	3.432666e-05
Lacicoccus	2.825846e-05	5.39034e-05
UBA8131	3.699486e-05	4.500028e-05
Sphingomonas_E	3.526235e-05	4.671646e-05
JAXGXJ01	1.329052e-05	6.867396e-05
SUG1228	3.788651e-05	4.388393e-05
GPS1B09	4.614713e-05	3.559895e-05
G963677925	5.445942e-05	2.708118e-05
UBA1224	1.175874e-05	6.972329e-05
WRHF01	6.013267e-05	2.134616e-05
JAYFQF01	6.204762e-05	1.934911e-05
Anaeromonas	2.988164e-05	5.149841e-05
LMDS01	3.310937e-05	4.820842e-05
JAKLJW01	4.182533e-05	3.948265e-05
UBA1046	2.0937e-05	6.034304e-05
ZC3RG03	1.769723e-05	6.350594e-05
CF-46	6.870861e-05	1.248674e-05
Gallionella	2.310928e-05	5.799328e-05
CALXFK01	5.041483e-05	3.051763e-05
Catenisphaera	4.393268e-05	3.662649e-05
SOIY01	1.415139e-05	6.637383e-05
Chthoniobacter	3.613872e-05	4.429704e-05
DUPI01	6.517559e-06	7.388388e-05
B14-G9	4.863156e-05	3.169298e-05
RGIG3141	6.865827e-05	1.162615e-05
Cyanobium	5.436933e-05	2.588847e-05
Anaerosphaera	4.031145e-05	3.979096e-05
DASZFO01	4.443352e-05	3.565084e-05
CANEHT01	3.655444e-05	4.352661e-05
UB1719	0	7.997125e-05
Secundilactobacillus	3.050163e-05	4.94607e-05
Longibacter	3.841499e-05	4.147533e-05
JAJZPA01	2.678705e-05	5.307184e-05
WRFS01	1.421486e-05	6.564374e-05
JAEWBQ01	0	7.983735e-05
Zhenhengia	3.032133e-05	4.921116e-05
Enterococcus_D	4.046685e-05	3.900108e-05
JAISVU01	3.225728e-05	4.714675e-05
Merdenecus	3.011105e-05	4.926152e-05
SACC01	0	7.934039e-05
Brevibacillus_F	1.593244e-05	6.329659e-05
Vagococcus	8.759142e-07	7.835258e-05
Campylobacter	2.395132e-05	5.512435e-05
JAKAGC01	4.447353e-05	3.451266e-05
JANPCX01	3.682606e-05	4.190858e-05
CAG-611	1.308554e-05	6.557111e-05
Mangrovibacterium	2.290956e-05	5.5443e-05
DUVM01	4.423161e-05	3.403557e-05
Pinibacter	1.592226e-05	6.234081e-05
Chelativorans	2.637835e-05	5.182632e-05
Ch130	3.173826e-05	4.643275e-05
Thermogutta	1.313236e-06	7.683982e-05
CALWVF01	7.282853e-05	5.254984e-06
JALHUC01	1.305715e-05	6.496455e-05
Pelobium	1.785402e-05	6.015903e-05
Clostridium_AB	7.216569e-06	7.076893e-05
Mesonia	6.081475e-05	1.713522e-05
LL51	3.463186e-05	4.325289e-05
Filifactor	2.883254e-05	4.904849e-05
Parasedimentitalea	1.698342e-05	6.079735e-05
Paraeggerthella	4.436536e-05	3.338938e-05
SIG655	4.480877e-05	3.293692e-05
JAEYGM01	5.266465e-05	2.503168e-05
Sporanaerobacter	2.436723e-05	5.31818e-05
UBA1381	5.396923e-05	2.35551e-05
UBA1038	3.158325e-05	4.573771e-05
Aceticella	7.726203e-05	0
CAMKAB01	1.398081e-05	6.325381e-05
CASFSG01	1.809248e-05	5.906263e-05
Amphibacillus_C	1.089537e-06	7.605393e-05
Proteus	0	7.698071e-05
JAVBLY01	1.483464e-05	6.213144e-05
SIG672	5.579296e-05	2.115949e-05
JAEXSP01	6.529742e-07	7.619169e-05
JAVJPA01	4.713681e-05	2.968392e-05
UBA3206	3.573533e-05	4.10121e-05
CAG-826	3.404975e-05	4.256314e-05
UMGS1975	3.11669e-05	4.544494e-05
JAAYBT01	2.59387e-05	5.055751e-05
JARBTU01	2.153498e-05	5.49139e-05
BNXT01	4.004435e-05	3.623582e-05
JARXWG01	3.461563e-05	4.151591e-05
CANRPC01	1.439243e-05	6.168236e-05
CABSLJ01	2.288468e-05	5.318225e-05
CAJLYO01	5.994432e-05	1.609294e-05
JAILFQ01	7.600026e-05	0
Paraflavitalea	2.747e-05	4.850978e-05
JAQVCR01	6.419539e-05	1.164468e-05
UMGS1449	2.586567e-05	4.996704e-05
Aromatoleum	3.961493e-05	3.620754e-05
JAILDL01	2.174424e-05	5.397141e-05
JAJFUN01	7.306772e-05	2.617991e-06
Hel1-33-131	4.011866e-05	3.551335e-05
JAISGJ01	3.873908e-05	3.689218e-05
Amarobacillus	1.280756e-05	6.279374e-05
JAISAW01	3.872993e-05	3.683007e-05
Faecenecus	2.927887e-05	4.618782e-05
Ferdinandcohnia	2.770797e-05	4.7414e-05
Tepidanaerobacter	2.20043e-05	5.30444e-05
QAKR01	4.285611e-05	3.217507e-05
JAVBLV01	2.048466e-05	5.454559e-05
RGIG9417	3.692541e-06	7.123848e-05
RPQH01	5.043459e-05	2.449601e-05
Biostraticola	5.706513e-05	1.780984e-05
Desulforudis	2.59514e-05	4.885514e-05
CAJMQN01	2.93667e-05	4.526517e-05
Asaccharospora	1.740427e-05	5.718479e-05
JAWLGJ01	3.596871e-05	3.846938e-05
Sulfurihydrogenibium	0	7.428712e-05
Caldilinea	3.141681e-05	4.270559e-05
JBAZRJ01	6.357066e-05	1.052604e-05
WRBM01	1.941947e-05	5.461451e-05
SB25	8.288227e-06	6.568147e-05
Vicinibacter	6.10109e-05	1.292887e-05
SV3-B141	5.361716e-05	2.022117e-05
Thermoanaerobacter	5.414618e-05	1.957927e-05
Labilibaculum	2.375408e-05	4.983492e-05
Caenibacillus	4.159305e-05	3.194797e-05
JACMLD01	1.897546e-05	5.424248e-05
RGIG6816	3.262162e-05	4.059524e-05
JAEZOG01	4.477423e-05	2.834058e-05
CAKPTA01	1.548702e-05	5.749157e-05
WRAA01	6.920165e-05	3.734391e-06
CF-120	4.692758e-05	2.596627e-05
JAAYBJ01	4.377452e-07	7.238868e-05
JANQFZ01	5.727465e-05	1.5354e-05
CAOJZZ01	1.134111e-05	6.122871e-05
Hydrogenothermus	1.262976e-05	5.986802e-05
RGIG2094	0	7.24256e-05
Manganitrophus	2.220794e-05	5.009288e-05
Quasibacillus	6.831138e-05	3.942441e-06
JAEZDC01	2.810865e-05	4.413903e-05
Salegentibacter	4.736087e-05	2.485712e-05
UBA1240	4.322975e-05	2.894945e-05
JABDFW01	2.591348e-05	4.614606e-05
JAUNBL01	1.808569e-05	5.394137e-05
Fictibacillus_A	1.421622e-05	5.780755e-05
JAVBSX01	2.726754e-05	4.462996e-05
JAYFQE01	1.351611e-05	5.832178e-05
Clostridium_G	2.175522e-06	6.958143e-05
Albibacterium	2.091739e-05	5.080804e-05
JAUNAF01	4.606902e-05	2.564797e-05
CAITIQ01	3.200625e-05	3.970676e-05
JBFMGF01	4.954717e-05	2.212941e-05
AKCV01	4.466232e-05	2.697761e-05
Listeria_A	1.570354e-05	5.578687e-05
JAUNTE01	2.112074e-05	5.030227e-05
Telluria	2.220313e-05	4.918006e-05
JAVBQB01	3.202441e-05	3.911262e-05
Aquabacter	3.571738e-05	3.529926e-05
CAMSXY01	8.303754e-06	6.270679e-05
DASUXY01	1.631146e-05	5.469694e-05
Malikia	4.291611e-05	2.80689e-05
JAXJYR01	1.834503e-05	5.252165e-05
Methylomicrobium	5.484469e-05	1.601436e-05
JANYFH01	3.525939e-05	3.559348e-05
MAG-121220-bin8	5.457323e-05	1.624999e-05
Schnuerera	4.005297e-05	3.076327e-05
Palsa-892	2.37403e-05	4.699062e-05
BOG-931	4.243693e-05	2.828415e-05
JAEELC01	2.392182e-05	4.677813e-05
UBA1049	2.248066e-05	4.810513e-05
PRO6	3.416274e-05	3.640418e-05
Ancrocorticia	2.688749e-05	4.359128e-05
Evansella	1.526008e-05	5.517694e-05
JAXGQE01	2.291858e-05	4.748012e-05
JAISAD01	0	7.032422e-05
UMGS1498	1.698117e-05	5.304288e-05
JALHOE01	3.504518e-05	3.488606e-05
VBAS01	2.548527e-05	4.43939e-05
DULO01	3.351592e-05	3.626536e-05
UBA6256	4.93662e-05	2.040591e-05
JAIRNF01	2.571228e-05	4.397662e-05
Pallidibacillus	6.101516e-06	6.332221e-05
JAAFHV01	2.740946e-05	4.188389e-05
JAISWA01	2.514549e-05	4.409141e-05
JAISNI01	2.833786e-05	4.08881e-05
Peptococcus	8.098286e-06	6.103127e-05
Thermosyntropha	2.790536e-05	4.122322e-05
JAJFTT01	3.271298e-05	3.604308e-05
UBA1737	1.748388e-05	5.121249e-05
CAMQVM01	2.291857e-05	4.571803e-05
Methylibium	3.375527e-05	3.486494e-05
Bacillus_CF	0	6.860894e-05
Pelotomaculum_D	4.945563e-05	1.912314e-05
JAUVXJ01	1.265744e-05	5.564457e-05
JAPUEB01	3.972386e-05	2.856958e-05
CAKOMG01	1.111802e-05	5.711063e-05
Schinkia	2.00873e-05	4.810837e-05
JAEZWM01	2.287219e-05	4.52673e-05
Psychrobacter	2.745892e-05	4.064955e-05
RGIG1711	1.915072e-05	4.895178e-05
Anaeroglobus	4.303772e-05	2.476854e-05
UBA4181	2.616239e-05	4.153211e-05
JAJPZJ01	2.440716e-05	4.327396e-05
JAHDSC01	4.236315e-05	2.525341e-05
JAISAF01	3.006872e-05	3.749589e-05
RFXV01	2.41639e-05	4.327245e-05
JAFDXJ01	2.307917e-05	4.434871e-05
DATIBO01	7.397755e-06	5.986211e-05
JAEZDR01	2.657616e-05	4.058623e-05
UBA11358	1.522677e-06	6.557908e-05
RUG11942	2.395723e-05	4.313223e-05
RUG11247	4.268618e-05	2.438246e-05
JAYFPY01	4.24133e-05	2.458717e-05
Peptoclostridium_A	2.0295e-05	4.647042e-05
Photobacterium	5.620392e-05	1.054506e-05
Proximibacter	1.851609e-05	4.811469e-05
Equadaptatus	2.840854e-05	3.818292e-05
Merdousia	2.642063e-05	4.003017e-05
JAAYEL01	4.787433e-06	6.165176e-05
RUG11126	4.362943e-06	6.204946e-05
DICM01	1.438289e-05	5.191758e-05
UBA7800	4.426683e-05	2.193636e-05
JAISGQ01	1.745702e-06	6.436659e-05
G963665815	1.08664e-05	5.523023e-05
JAVVSR01	0	6.597138e-05
RGIG4465	1.961832e-05	4.632816e-05
JABHWU01	0	6.593483e-05
Aminobacter	2.220336e-05	4.36255e-05
Thermotoga	4.248021e-05	2.327939e-05
JADCRZ01	1.436159e-05	5.138804e-05
JAAXVQ01	1.432934e-05	5.129336e-05
Trebonia	4.58062e-06	6.099168e-05
Ruminimicrobiellum	4.408094e-05	2.131882e-05
JG1575	1.114571e-05	5.411045e-05
CABRXV01	3.804421e-05	2.720215e-05
HGM20899	3.069725e-05	3.454288e-05
JAIRSX01	3.178117e-05	3.337923e-05
Methylocapsa	2.215311e-05	4.297734e-05
RGIG3994	1.458572e-05	5.048552e-05
Paenibacillus_AI	1.375326e-05	5.131231e-05
GCA-2717485	3.528152e-05	2.97519e-05
Atopobium	3.048563e-05	3.448231e-05
JADJKB01	2.744556e-05	3.732374e-05
UMGS872	4.788743e-06	5.96762e-05
Paenisporosarcina	1.502771e-05	4.929284e-05
Desulfothermus	0	6.425105e-05
G963666945	1.74739e-05	4.661787e-05
Suicoccus	1.961712e-06	6.204397e-05
UBA5884	3.360981e-05	3.031881e-05
UBA3920	3.927498e-06	5.998179e-05
JAEVZK01	6.259242e-05	1.313251e-06
Sphingopyxis	3.331657e-05	3.051382e-05
JAILDS01	1.744552e-06	6.207724e-05
Flavisolibacter_B	2.443211e-05	3.935579e-05
Psychroflexus	4.565548e-06	5.910739e-05
CAKQMD01	3.99426e-05	2.372843e-05
Lutibacter	3.226242e-05	3.137945e-05
HGM13233	4.107344e-05	2.255565e-05
CAVHIG01	1.959429e-05	4.403245e-05
CAINVV01	1.787773e-05	4.553807e-05
RUG11200	2.272772e-05	4.060171e-05
VFKW01	3.944437e-05	2.369628e-05
RGIG7949	4.02283e-05	2.285629e-05
Desulfuribacillus	2.821097e-05	3.483184e-05
JAAZPT01	1.593351e-05	4.705347e-05
Ensifer	1.306642e-05	4.979671e-05
RUG11872	2.161499e-05	4.112182e-05
SIG554	2.918084e-05	3.339356e-05
SZUA-368	3.463969e-05	2.787841e-05
RGIG5675	3.226444e-05	3.02477e-05
CAMYVO01	1.06864e-05	5.177797e-05
Aliibacillus	3.4754e-06	5.897475e-05
JAXJSP01	2.077629e-05	4.164349e-05
Phreatobacter	1.785559e-05	4.450242e-05
RGIG7389	1.524015e-05	4.700156e-05
Paenibacillus_AG	2.35709e-05	3.85864e-05
JAFKHH01	2.263684e-05	3.949885e-05
JAIRMT01	3.936281e-06	5.814054e-05
Alectryobacillus	1.735891e-06	6.031229e-05
Rhodopirellula	4.733804e-05	1.451875e-05
JAMOAD01	5.107278e-05	1.077025e-05
SVCP01	2.229039e-05	3.926182e-05
JAEZJL01	3.209073e-05	2.943443e-05
RUG13077	1.068819e-05	5.079419e-05
PDTW01	0	6.135087e-05
RGIG5678	2.19565e-05	3.927891e-05
Fimihabitans	6.753957e-06	5.443334e-05
JAAFJT01	2.157899e-05	3.953629e-05
Agrilactobacillus	1.719484e-05	4.389134e-05
Sulfuritalea	1.851374e-05	4.256586e-05
Breznakiella	2.392339e-05	3.707807e-05
Arenibacter	1.854635e-05	4.241924e-05
JAVBUP01	2.820996e-06	5.81156e-05
JAQVUB01	1.896482e-05	4.196333e-05
UBA4735	2.481535e-05	3.600125e-05
Chromohalobacter	3.54978e-05	2.526204e-05
JAAYJV01	4.646025e-05	1.42738e-05
RGIG8497	1.872704e-05	4.199427e-05
RZYX01	2.329038e-05	3.73884e-05
JABDBL01	4.22795e-05	1.821892e-05
Pseudorhodoplanes	2.654642e-05	3.395014e-05
CAJAXB01	2.549272e-05	3.490674e-05
Lucifera	3.211378e-05	2.828068e-05
JAOARY01	6.101715e-06	5.424373e-05
JADJBS01	3.13791e-05	2.893763e-05
JAGPCH01	8.073832e-06	5.220402e-05
CANLWN01	2.794472e-05	3.227996e-05
Cohaesibacter	3.490902e-05	2.529421e-05
JAFIHK01	2.789049e-05	3.230225e-05
UBA3951	2.462284e-05	3.553564e-05
Parvibaculum	2.30945e-05	3.695826e-05
JAMFST01	2.873459e-05	3.118862e-05
JAGCJX01	1.787401e-05	4.199139e-05
UBA6244	2.245653e-05	3.733383e-05
Gloeothece	4.045943e-05	1.926484e-05
VENG01	4.87459e-05	1.075612e-05
Chromobacterium	3.750112e-05	2.19692e-05
Fusibacter	1.263651e-05	4.672023e-05
JAIRNH01	0	5.934783e-05
Bacillus_BU	4.014375e-05	1.910976e-05
JALEJU01	2.507548e-05	3.409681e-05
JAWLHB01	2.529765e-05	3.382222e-05
JADMIH01	1.594701e-05	4.315955e-05
Janthinobacterium	2.811347e-05	3.097585e-05
JAISII01	1.74858e-05	4.157228e-05
UBA1775	1.943999e-05	3.951311e-05
RGIG2161	7.399685e-06	5.145555e-05
Enterococcus_C	1.223813e-05	4.657238e-05
GCA-2863065	3.15815e-05	2.719573e-05
JADMJV01	1.67594e-05	4.196297e-05
Geofilum	2.55076e-05	3.319928e-05
WRCC01	4.353848e-05	1.516561e-05
Chlorobaculum	2.26602e-05	3.594104e-05
Metallumcola	4.335713e-05	1.519969e-05
JAFGRV01	5.216593e-05	6.38814e-06
WQUF01	1.923689e-05	3.929006e-05
Inediibacterium	2.686234e-05	3.164659e-05
Granulimonas	3.300771e-05	2.545782e-05
CAKUZL01	8.488858e-06	4.989448e-05
Pueribacillus	0	5.832818e-05
JAHBZM01	2.658858e-05	3.157039e-05
JAQVCB01	4.934091e-05	8.800686e-06
Mycoplana	4.427801e-05	1.384086e-05
Virgibacillus_J	0	5.807748e-05
Paramaledivibacter	1.771229e-05	4.032301e-05
JAEWYI01	3.250941e-05	2.549979e-05
Fimbriimonas	4.325442e-05	1.473299e-05
CAG-1193	1.130295e-05	4.662385e-05
RAAP-2	4.404042e-05	1.382659e-05
UBA5348	6.764955e-06	5.108122e-05
Thermosediminibacter	1.088036e-05	4.692016e-05
CCMP332	0	5.77764e-05
CAKSST01	7.63032e-06	5.013201e-05
CANQSG01	3.095244e-05	2.677858e-05
CAVLCC01	4.520083e-05	1.250458e-05
Desemzia	0	5.766476e-05
Amniculibacterium	1.917279e-05	3.823198e-05
Pseudaminobacter	2.328556e-05	3.405301e-05
JAGHEK01	1.374974e-05	4.352159e-05
CASDZK01	3.072206e-05	2.654771e-05
Leptospira_B	1.957862e-06	5.522653e-05
JADGNW01	1.486393e-05	4.227123e-05
JBBRAD01	1.785989e-05	3.927417e-05
CALWSX01	4.501829e-05	1.210951e-05
CAJFTX01	3.489181e-05	2.219651e-05
JABDBA01	1.281241e-05	4.386203e-05
JAAYKT01	2.393854e-05	3.268687e-05
SZUA-474	2.122054e-05	3.532509e-05
Fimadaptatus	9.824686e-06	4.671311e-05
Hyphomicrobium_A	1.610748e-05	4.042178e-05
JAIOSF01	5.428989e-06	5.100066e-05
JAJTBE01	4.251975e-05	1.383435e-05
WFPA01	5.032892e-05	5.968978e-06
Cutibacterium	3.297253e-05	2.326633e-05
CAADGV01	5.62005e-05	0
JAEURQ01	0	5.615198e-05
CAIXXC01	3.025199e-05	2.589096e-05
JAGFXR01	4.096306e-05	1.514744e-05
DUOX01	2.531122e-05	3.077352e-05
JAQSXR01	3.49078e-05	2.113392e-05
SHZI01	2.744976e-05	2.852128e-05
Piscinibacter	2.938029e-05	2.655254e-05
Phocicoccus	0	5.588404e-05
CAKAHY01	7.179857e-06	4.865347e-05
Tigheibacillus	4.124992e-06	5.168746e-05
CAVAWX01	1.981955e-05	3.597722e-05
UBA4179	4.574177e-06	5.113232e-05
CALVUJ01	1.285403e-05	4.275376e-05
HL-DH10	2.111858e-05	3.448508e-05
Anaeromicrobium	2.987394e-05	2.572612e-05
Paramesorhizobium	2.350929e-05	3.204254e-05
JAENJC01	3.502842e-05	2.04213e-05
JAISBU01	2.397281e-05	3.139083e-05
RGIG4382	2.603836e-06	5.275311e-05
UBA12454	3.708257e-05	1.822333e-05
GLR69	4.361817e-05	1.167324e-05
JBFMCC01	7.833506e-06	4.743707e-05
Desulfonema_C	1.567045e-05	3.958104e-05
Celeribacter	3.541816e-05	1.975778e-05
Gudongella	3.250153e-05	2.261432e-05
Acholeplasma	3.13037e-05	2.379224e-05
WGBX01	2.314016e-05	3.189832e-05
JAHQWD01	0	5.503652e-05
JAQVBK01	9.360416e-06	4.563892e-05
JAILLO01	1.087216e-05	4.41077e-05
JAKSBV01	1.005311e-05	4.491066e-05
Bremerella	2.004333e-05	3.487976e-05
CALXWF01	3.556891e-05	1.935265e-05
Collimonas	2.032412e-05	3.454593e-05
Marinococcus	1.066226e-05	4.40892e-05
M3007	2.221186e-05	3.246666e-05
BNZI01	1.655072e-05	3.812458e-05
Helicobacter_I	2.406627e-06	5.226312e-05
JBBQKF01	9.784365e-06	4.48241e-05
JAIROE01	2.796052e-05	2.661574e-05
DATCLS01	1.68144e-05	3.775833e-05
Arcticimaribacter	1.656919e-05	3.798813e-05
RUG11204	1.809211e-05	3.645159e-05
JAFGQE01	3.923989e-05	1.51853e-05
JBDKJS01	1.679538e-05	3.758334e-05
CALXJL01	9.373398e-06	4.497854e-05
RGIG1588	6.10957e-06	4.823019e-05
WM01	1.247574e-05	4.182558e-05
Agromyces	4.702223e-05	7.244772e-06
Aquamicrobium_A	3.1966e-05	2.212666e-05
JACKGS01	3.474545e-06	5.060228e-05
Syntrophomonas	4.379571e-07	5.354855e-05
Pricia	3.990124e-05	1.407706e-05
CALUPD01	1.590761e-05	3.79892e-05
WRIS01	1.918653e-05	3.465121e-05
JAUWRC01	1.812164e-05	3.565913e-05
Hyphomonas	3.928137e-05	1.44718e-05
GWF2-33-9	1.699333e-05	3.66741e-05
Aneurinibacillus	1.824849e-05	3.541167e-05
JAJYOP01	4.007007e-05	1.338041e-05
JAEWRY01	9.59381e-06	4.36429e-05
JAHFOQ01	0	5.320353e-05
WRDE01	5.308571e-05	0
DTU012	3.027527e-05	2.262278e-05
SIG205	2.607955e-06	5.018899e-05
Thermoflavifilum	1.938783e-05	3.335089e-05
CALVNY01	1.173893e-05	4.087085e-05
JAITEB01	4.074764e-05	1.185601e-05
JAEWXG01	0	5.253898e-05
Flaviaestuariibacter	2.071209e-05	3.18234e-05
JAUNSQ01	3.664254e-05	1.578064e-05
UBA3906	3.876105e-05	1.364368e-05
Dolichospermum	3.039736e-05	2.197197e-05
JAWLDF01	0	5.232938e-05
SIG430	1.920958e-05	3.310036e-05
BM522	4.304556e-05	9.219634e-06
RGIG3155	3.030644e-05	2.194833e-05
Billgrantia	2.8312e-05	2.391959e-05
Schneewindia	2.854322e-05	2.366132e-05
DULF01	1.288754e-05	3.929661e-05
CANTXF01	2.622965e-05	2.593559e-05
UTBCD1	1.633932e-05	3.581461e-05
Amylolactobacillus	1.787168e-05	3.420489e-05
MKRK01	3.488177e-05	1.714088e-05
JBGZEX01	5.104302e-05	8.850297e-07
JAAYUI01	1.111035e-05	4.08063e-05
Ch109	2.188322e-05	3.00209e-05
CALWDW01	2.37335e-05	2.812806e-05
DUNY01	1.224587e-05	3.955855e-05
WRAY01	2.593921e-05	2.584492e-05
CACZYB01	1.026396e-05	4.150908e-05
WRKW01	3.788521e-05	1.385774e-05
DUPA01	2.009944e-05	3.159009e-05
Bacillus_BF	4.379571e-07	5.118817e-05
Sutcliffiella_A	7.862872e-06	4.375445e-05
UBA1822	2.926025e-05	2.223353e-05
JAVBRL01	1.30916e-05	3.823902e-05
UBA3291	3.900215e-05	1.232756e-05
Ruminobacter	1.222204e-05	3.909574e-05
RGIG6463	2.292052e-05	2.835666e-05
RGIG5644	2.37319e-05	2.748712e-05
Marixanthotalea	1.201983e-05	3.919758e-05
JACKEA01	2.199065e-05	2.917562e-05
JAISFT01	1.589274e-05	3.522484e-05
GWB1-40-14	0	5.095419e-05
Leptolinea	0	5.091087e-05
PUIC01	2.152851e-05	2.937501e-05
Feifania	2.112212e-05	2.968808e-05
STD2-77	1.48768e-05	3.59227e-05
