ID	LPD	FN
Lysinibacillus_B	5.300576e-05	2.253312e-05
Telmatospirillum	5.525529e-05	2.00525e-05
RUG12826	5.435273e-05	2.088383e-05
JACDBB01	6.680836e-07	7.435681e-05
JAKSSE01	3.988068e-05	3.508103e-05
JACRCG01	1.094594e-05	6.391721e-05
Ruoffia	2.640672e-05	4.844476e-05
Pseudobacillus	3.913041e-05	3.57086e-05
Salinicola	0	7.48038e-05
Aureibaculum	5.319843e-05	2.150952e-05
JAHZFN01	5.076457e-05	2.383193e-05
CALXIC01	5.167584e-05	2.28976e-05
Ralstonia	5.146685e-05	2.304917e-05
Schwartzia	1.873126e-05	5.577298e-05
CTSOIL-112	1.241158e-05	6.205659e-05
UBA2897	2.423756e-05	5.020983e-05
CG2-30-32-10	6.488762e-06	6.792158e-05
Gallionella	4.214246e-05	3.224852e-05
Gottschalkia	7.13746e-05	2.985956e-06
FEN-1297	5.009225e-05	2.39289e-05
SIG291	5.60257e-05	1.78758e-05
CADBNZ01	6.926066e-05	4.606745e-06
Thermoactinomyces	4.180444e-05	3.206141e-05
Acidiluteibacter	4.87895e-05	2.497313e-05
UBA5767	3.686469e-05	3.68949e-05
RGIG3077	3.063937e-05	4.308096e-05
Bog-1198	0	7.370139e-05
Paenibacillus_I	4.669198e-05	2.69813e-05
Halobacteroides	3.390697e-05	3.97656e-05
2-01-FULL-46-13	1.275723e-06	7.218346e-05
SZAS-7	4.300873e-05	3.036589e-05
UBA8921	4.363073e-05	2.957467e-05
Desulfoluna	0	7.317879e-05
W3P20-009	2.828132e-05	4.483199e-05
Calderihabitans	5.002354e-05	2.306979e-05
CADCWL01	7.027639e-05	2.727375e-06
Cardiobacterium	4.623129e-05	2.661441e-05
CALWPI01	3.735818e-05	3.543949e-05
WJMS01	3.842088e-05	3.437385e-05
JAEZJQ01	6.951079e-05	3.204589e-06
RUG11139	4.957425e-05	2.309301e-05
Nosocomiicoccus	5.060571e-05	2.181759e-05
JAEZVV01	8.572095e-06	6.382453e-05
Polaromonas	6.659643e-05	5.722372e-06
UMGS2055	5.306609e-05	1.923094e-05
RGIG9114	5.847652e-05	1.380844e-05
DUPJ01	5.131874e-05	2.081373e-05
UBA1200	4.139168e-05	3.073416e-05
Leifsonia_A	3.409949e-05	3.797336e-05
JACVSB01	6.499237e-05	7.013337e-06
Paenarthrobacter	0	7.192145e-05
Arthrobacter	0	7.190226e-05
RGIG2439	3.946894e-05	3.234378e-05
Novosphingobium	3.206185e-05	3.958577e-05
Leclercia	2.918495e-05	4.223947e-05
JAAYPV01	5.375402e-05	1.764723e-05
JAGQNT01	0	7.138187e-05
JACCTY01	0	7.137412e-05
Alicyclobacillus_B	3.41105e-05	3.711345e-05
SIG208	4.061291e-05	3.037088e-05
Neptunomonas	5.97725e-05	1.119164e-05
JAILDS01	6.098246e-05	9.915625e-06
Methylomusa	4.631026e-05	2.455596e-05
CAKSIH01	5.169535e-05	1.912765e-05
Rectinema	6.357883e-05	7.175348e-06
WRGD01	6.650732e-05	4.16376e-06
JANKMV01	3.834321e-05	3.225895e-05
PHOS-HE28	3.094625e-05	3.959098e-05
CAG-345	4.366564e-05	2.659582e-05
MED-G20	6.856034e-05	1.648497e-06
WRKB01	5.671151e-05	1.346211e-05
Culicoidibacter	5.411675e-05	1.604715e-05
Bacillus_T	6.803641e-05	2.111222e-06
Saccharococcus	3.887173e-05	3.12001e-05
Symbiothrix	1.619808e-05	5.345186e-05
RGIG10147	3.143566e-05	3.803913e-05
Streptobacillus	3.412593e-05	3.532591e-05
Hormoscilla	6.408378e-05	5.071562e-06
Opitutus	3.35585e-05	3.535966e-05
Methylobacter	2.344624e-05	4.543271e-05
JAKACU01	0	6.874922e-05
WRNG01	3.485983e-05	3.387492e-05
JALEJU01	5.409841e-05	1.445163e-05
Keratinibaculum	3.970992e-05	2.867957e-05
Thermoflavifilum	3.948521e-05	2.885373e-05
Spirosoma	4.436183e-05	2.37065e-05
RGIG2835	4.616707e-05	2.173313e-05
Alkaliphilus_C	1.779251e-05	4.999131e-05
Fabibacter	0	6.768688e-05
Xylanibacillus	6.275243e-05	4.881965e-06
Deinococcus	5.170629e-05	1.592683e-05
YIM-78166	5.532772e-05	1.225431e-05
Desulfopila	3.25321e-05	3.500482e-05
JAGXSR01	6.561843e-05	1.795402e-06
Stutzerimonas	5.017918e-05	1.700418e-05
Bacillus_CA	5.736962e-05	9.783718e-06
F6-6636	0	6.706126e-05
Thiopseudomonas	5.966647e-05	7.346727e-06
JAAYNG01	6.193014e-05	5.011592e-06
UBA8904	4.545383e-05	2.128029e-05
JAAYTD01	2.47716e-05	4.164386e-05
DULO01	6.149109e-05	4.866532e-06
RGIG7238	3.360247e-05	3.271726e-05
CALUZH01	2.569952e-05	4.059375e-05
VRUG01	3.239635e-06	6.293991e-05
DULL01	4.757605e-05	1.816498e-05
Paenibacillus_AI	1.395124e-05	5.167093e-05
CAJOJR01	4.175656e-05	2.386436e-05
SO9	4.141454e-05	2.416354e-05
Natronincola	5.850645e-05	6.958812e-06
JAAYOI01	3.122087e-05	3.414487e-05
WRFC01	4.598736e-05	1.933679e-05
JADQBS01	2.663313e-05	3.862515e-05
JAGVQJ01	1.89702e-05	4.625388e-05
WTXA01	4.867346e-05	1.645467e-05
JAAZLM01	2.599942e-05	3.912453e-05
UBA3384	4.178233e-05	2.332453e-05
Bacteroides_G	5.061493e-05	1.430947e-05
JAFGIC01	2.361602e-05	4.1222e-05
Leuconostoc	4.593736e-05	1.863342e-05
JAIPFM01	4.137303e-05	2.309904e-05
MGBC110633	1.549157e-05	4.894622e-05
Vecturithrix	3.643081e-05	2.783674e-05
Hydrogenothermus	3.912946e-05	2.510598e-05
Halopseudomonas	5.344988e-05	1.075096e-05
Shouchella	1.924865e-05	4.490049e-05
Fervidobacterium	4.886514e-05	1.517682e-05
SFEB01	1.612826e-05	4.762617e-05
CAAFZY01	1.515895e-05	4.856502e-05
JAAYSY01	4.906104e-05	1.454328e-05
Atlantibacter	4.442511e-05	1.911177e-05
Helicobacter_H	0	6.326607e-05
RBG-16-64-13	4.355529e-05	1.962813e-05
Nitronauta	0	6.311731e-05
UBA4181	4.819964e-05	1.491733e-05
Qipengyuania	6.30515e-05	0
Agriterribacter	4.177621e-05	2.122619e-05
JAGOHU01	5.07646e-05	1.223426e-05
CAKORS01	5.524974e-05	7.661623e-06
CAMCDL01	3.994529e-05	2.283329e-05
Clostridium_L	4.991546e-05	1.285114e-05
Solirubrobacter	1.232222e-05	5.040833e-05
Aquimarina	4.442216e-05	1.82828e-05
JAAZHD01	3.684158e-05	2.566309e-05
RGIG3701	4.344266e-05	1.902871e-05
RGIG2094	1.11286e-05	5.127981e-05
Exiguobacterium_A	6.122776e-05	9.019374e-07
JAENYX01	2.888297e-05	3.31874e-05
JAGLYP01	1.189022e-05	5.002088e-05
Weizmannia	3.289823e-05	2.872651e-05
RUG14133	3.187544e-05	2.965544e-05
CAIKKV01	2.047955e-05	4.094375e-05
Priestia	5.107235e-05	1.031921e-05
UBA4293	0	6.138109e-05
DUSN01	5.294414e-05	8.381675e-06
Eikenella	4.694885e-05	1.432613e-05
RGIG8715	3.038031e-05	3.075987e-05
Mariniplasma	0	6.103289e-05
Levilactobacillus	2.525395e-05	3.554188e-05
JAEZXH01	3.530929e-06	5.714251e-05
Heyndrickxia	4.22874e-05	1.833455e-05
Arachnia	4.509667e-05	1.550045e-05
VFJQ01	2.622135e-05	3.42935e-05
RUG13077	4.018398e-05	2.030049e-05
Clostridium_AF	2.33373e-05	3.713404e-05
JAMDEL01	0	6.045072e-05
Luteolibacter	3.899108e-05	2.14572e-05
VEMY01	4.436768e-05	1.590074e-05
RGIG3586	4.721591e-05	1.291404e-05
Xenorhabdus	0	6.0057e-05
GWB2-37-7	3.961061e-05	2.035244e-05
RGIG6635	5.979485e-05	0
Bacillus_AZ	4.565865e-05	1.405571e-05
JAJFUN01	1.534841e-05	4.433034e-05
JAICDB01	5.423989e-05	5.41216e-06
Filimonas	4.206088e-05	1.751193e-05
HGM12650	4.50375e-05	1.44997e-05
Brenneria	3.858603e-05	2.092966e-05
JABIME01	5.701534e-05	2.497695e-06
JALCOL01	5.949494e-05	0
CC-YST705	4.855216e-05	1.075048e-05
SACZ01	2.506206e-05	3.420112e-05
JAAYAE01	5.57653e-05	3.41099e-06
UMGS1271	4.080264e-05	1.819836e-05
UBA1756	6.142509e-06	5.283221e-05
Leucobacter	3.635634e-05	2.243652e-05
DUPA01	3.745951e-05	2.130576e-05
Sulfidibacterium	4.725311e-05	1.146642e-05
JADLGF01	3.94912e-05	1.914336e-05
JAIOHN01	2.510808e-05	3.33489e-05
DTU068	2.939901e-05	2.905037e-05
SZUA-601	4.844846e-05	9.971589e-06
JAEZJZ01	4.614176e-05	1.226525e-05
Dichelobacter	5.122202e-05	6.935197e-06
UBA1231	3.092332e-05	2.71993e-05
JAAYQR01	3.559534e-05	2.245418e-05
Cerasibacillus	4.3467e-05	1.457668e-05
CAIPAT01	4.968905e-05	8.308489e-06
Rubrobacter_D	5.194821e-05	5.966416e-06
CALVNY01	5.707175e-05	8.078539e-07
Desulfonauticus	2.419801e-05	3.364325e-05
B14-G9	1.328236e-05	4.43931e-05
Pediococcus	3.096331e-05	2.660095e-05
WRCU01	5.745122e-05	0
Desertibacillus	3.573365e-05	2.168163e-05
SIG499	2.885943e-05	2.851835e-05
DUOT01	5.573424e-05	1.495287e-06
CAKVOD01	3.096339e-05	2.621953e-05
Virgibacillus_B	4.092264e-05	1.617749e-05
Microscilla	4.595941e-05	1.095921e-05
Rhodoplanes	4.993077e-05	6.843091e-06
RGIG990	2.910082e-05	2.748998e-05
NBML01	8.500736e-06	4.79107e-05
SIG263	2.823317e-05	2.813931e-05
UBA4345	2.391472e-05	3.245744e-05
Tepidamorphus	3.697503e-05	1.933067e-05
JABZIP01	0	5.616948e-05
JABGQS01	3.325518e-05	2.280272e-05
Desulfoscipio	7.728921e-06	4.819539e-05
Dichloromethanomonas	2.959018e-05	2.629091e-05
OLB15	4.689096e-05	8.79943e-06
UMGS1477	7.608964e-06	4.786089e-05
Alloscardovia	4.721161e-05	8.255473e-06
Thermohalobacter	4.212636e-05	1.326293e-05
M0103	5.536447e-05	0
Pseudoneobacillus	9.915275e-06	4.542406e-05
Leadbetterella	3.477255e-05	2.05315e-05
Alkalibaculum	3.002526e-05	2.524928e-05
Kosakonia	0	5.525241e-05
Dethiosulfatibacter	2.529353e-05	2.995295e-05
UBA2279	4.695192e-05	8.265031e-06
Cetobacterium_A	2.066759e-05	3.450439e-05
JAJGRE01	2.387677e-05	3.126887e-05
JAAXTX01	0	5.484093e-05
Planktothrix	2.984719e-05	2.495881e-05
JAGLWU01	0	5.470821e-05
JANWYS01	3.652509e-05	1.75804e-05
UBA12294	4.607758e-05	7.805414e-06
UBA5962	4.255935e-05	1.128965e-05
UBA11540	3.657955e-05	1.726226e-05
JAKAFS01	3.566257e-05	1.814601e-05
Pelolinea	2.188524e-05	3.19029e-05
Vagococcus_E	5.534412e-06	4.824476e-05
JAKSPV01	4.921164e-05	4.501257e-06
JABEVD01	5.012919e-06	4.861496e-05
JACRMI01	2.470965e-05	2.888146e-05
Advenella	7.645646e-07	5.275591e-05
WRME01	4.433635e-05	9.110916e-06
Psychrosphaera	0	5.327235e-05
CAADGU01	2.277985e-05	3.041979e-05
UMGS915	3.140085e-05	2.174353e-05
JACROO01	5.304537e-05	0
UBA4781	3.257234e-05	2.039059e-05
CAITUY01	1.608044e-05	3.687742e-05
RUG11224	5.294937e-05	0
Dendrosporobacter	2.004808e-05	3.280038e-05
MSPOR6	3.285894e-05	1.98597e-05
Merdimorpha	2.117087e-05	3.150843e-05
SZUA-430	2.284534e-05	2.976209e-05
VMFP01	9.374278e-06	4.306153e-05
Acetobacter	4.179895e-05	1.057724e-05
Marinirhabdus	2.786962e-06	4.958223e-05
UBA5745	3.889651e-05	1.346975e-05
SCMT01	3.343931e-05	1.891319e-05
Anoxybacillus_B	3.030683e-05	2.193661e-05
UBA6414	3.627397e-05	1.585864e-05
Nostoc_B	3.032409e-05	2.178316e-05
GCA-024661895	4.216563e-05	9.873091e-06
SIG662	3.604619e-05	1.593139e-05
CAKSHC01	3.220298e-05	1.977187e-05
DUUS01	4.641459e-05	5.540225e-06
Scardovia	4.804238e-05	3.889463e-06
JACMJL01	5.127588e-05	5.964354e-07
RUG14179	4.621361e-05	5.488147e-06
M3007	6.628559e-07	5.099808e-05
Microbispora	0	5.159062e-05
UBA1404	2.53217e-05	2.615095e-05
UBA1563	4.678034e-05	4.65035e-06
RGIG3181	2.27543e-05	2.85658e-05
Desulfovibrio_Q	0	5.128873e-05
Microbacterium	4.033792e-05	1.089568e-05
CS2-K091	4.503996e-05	6.193594e-06
UBA1306	2.293475e-05	2.819901e-05
SFIE01	3.079862e-05	2.015251e-05
JAJZPO01	2.342294e-05	2.737737e-05
CAIYID01	2.332174e-05	2.746651e-05
Filifactor	4.394194e-05	6.814443e-06
JAAYSO01	3.226637e-05	1.841274e-05
JANBWE01	4.930027e-05	1.185208e-06
Salegentibacter	3.669274e-05	1.378171e-05
RGIG10196	4.807694e-05	2.332173e-06
Thiomicrorhabdus	1.403301e-05	3.631347e-05
Nautilia	4.416841e-05	6.128286e-06
JABDBA01	1.492277e-05	3.537242e-05
JAAYOA01	1.44312e-05	3.585904e-05
Bact-11	3.219277e-05	1.809388e-05
RUG100	2.503891e-05	2.523198e-05
Halolactibacillus	2.796705e-05	2.226106e-05
RGIG10190	3.677666e-05	1.333097e-05
Gorillibacterium	2.351876e-05	2.65811e-05
Tepidibacillus	4.251227e-05	7.540256e-06
JAIMAY01	0	5.000329e-05
SCSIO-52915	4.993589e-05	0
JACZRV01	2.257814e-05	2.728379e-05
UMGS1572	2.31719e-05	2.667678e-05
HGM13233	3.377734e-05	1.604706e-05
Khoudiadiopia	3.981319e-05	9.961987e-06
JALELF01	3.525134e-05	1.450349e-05
B1Sed10-231	4.839191e-05	1.225852e-06
MWDT01	0	4.951595e-05
Serinibacter	0	4.951576e-05
CAKTEQ01	2.755698e-05	2.193136e-05
JAAZKI01	2.924658e-05	2.020888e-05
JAFGFK01	3.733011e-05	1.209883e-05
UBA1433	3.01632e-05	1.926414e-05
UBA2212	1.128475e-05	3.796633e-05
CAIRSA01	2.694796e-05	2.220887e-05
Varibaculum	3.65983e-05	1.255671e-05
Ezakiella	1.129621e-05	3.785275e-05
Desulfocucumis	3.523199e-05	1.37653e-05
UMGS1519	3.851257e-05	1.035889e-05
DUPI01	2.487544e-05	2.388035e-05
DTU030	2.337481e-05	2.52749e-05
Brojett037	4.36862e-05	4.904653e-06
UBA5559	2.182027e-05	2.671259e-05
JAAYKT01	2.938816e-05	1.911325e-05
Neoanaerotignum_B	1.750796e-05	3.094468e-05
SCN-57-10	2.459178e-05	2.383841e-05
Atopococcus	2.027698e-05	2.809394e-05
SIG588	2.998708e-05	1.8229e-05
YIM-B00319	5.323658e-06	4.287609e-05
RGIG8779	3.564622e-05	1.245818e-05
JADKDL01	2.032339e-05	2.776306e-05
Longirhabdus	3.324493e-05	1.477158e-05
Chengkuizengella	2.239632e-05	2.554884e-05
SLOZ01	4.642181e-05	1.502785e-06
Arenibacter	2.027452e-05	2.762178e-05
Acholeplasma	2.667605e-05	2.121247e-05
GWE2-42-39	3.528297e-05	1.248166e-05
DTU098	3.526219e-05	1.238404e-05
UMGS2069	2.555907e-05	2.207902e-05
UBA1796	3.854704e-05	9.090044e-06
Clostridium_AC	3.541841e-05	1.219827e-05
PMG-095	0	4.759199e-05
Levyella	4.284806e-05	4.719307e-06
HK1	3.835756e-05	9.159346e-06
Thauera	0	4.748073e-05
GPF-1	4.505322e-05	2.425662e-06
Neisseria	4.353909e-05	3.875676e-06
Silvibacterium	2.16807e-05	2.569024e-05
UBA2353	4.735639e-05	0
Thiospirochaeta	3.570003e-05	1.151752e-05
GCA-2715465	4.590036e-05	1.291465e-06
Allobacillus	3.22045e-05	1.483681e-05
GCA-2722105	4.695575e-05	0
JAHJIX01	4.531654e-05	1.49452e-06
JAJTBU01	4.522801e-05	1.37008e-06
Thioalkalivibrio	3.508554e-05	1.150276e-05
WRBF01	2.403284e-05	2.250298e-05
Vibrio_A	4.198409e-05	4.530557e-06
J010	4.312113e-05	3.343568e-06
CALWHE01	1.39029e-05	3.256047e-05
JAEZOG01	3.443858e-05	1.184663e-05
JADQBV01	2.305947e-05	2.309546e-05
Marinicaulis	2.119783e-05	2.495538e-05
Pantoea	3.19124e-05	1.422441e-05
DUNY01	2.927113e-05	1.685842e-05
JAIPFS01	5.202219e-06	4.070563e-05
Marinisporobacter	3.334407e-05	1.254095e-05
UBA3663	2.734888e-05	1.846008e-05
Ancylobacter	7.47054e-06	3.829349e-05
JADJGC01	0	4.566678e-05
RGIG7213	3.522146e-05	1.043631e-05
RGIG4382	3.428408e-05	1.129161e-05
JAIVAN01	3.63012e-05	9.272803e-06
JACKCD01	2.302141e-05	2.238792e-05
Pseudoalteromonas	1.626848e-05	2.913391e-05
JAMCYN01	0	4.515906e-05
Fibro-01	4.442284e-05	6.58398e-07
Bowmanella	1.78965e-05	2.707108e-05
JAENYK01	2.399704e-05	2.093959e-05
Cycloclasticus	2.984716e-05	1.494339e-05
Oleispira	2.502869e-05	1.961359e-05
Holophaga	2.84373e-05	1.617866e-05
JAENWH01	2.450128e-05	2.009988e-05
SCN-69-37	2.040624e-05	2.392712e-05
JAAZBQ01	0	4.432786e-05
RGIG7450	4.087146e-05	3.406388e-06
Pseudoleptotrichia	1.021877e-05	3.404877e-05
UBA2200	3.235301e-05	1.180476e-05
Mesomycoplasma	0	4.41516e-05
Melghirimyces	3.077028e-05	1.318086e-05
Regiella	8.399128e-06	3.547597e-05
50-218	3.325358e-05	1.059228e-05
JAGXSE01	1.777484e-05	2.603522e-05
Alicyclobacillus_G	6.676501e-06	3.71167e-05
SIG640	4.321197e-05	5.788235e-07
UBA4997	2.766479e-05	1.596386e-05
Vitreimonas	1.660022e-05	2.702752e-05
Secundilactobacillus	2.785231e-05	1.567412e-05
MSJ-11	3.184073e-05	1.165566e-05
Nostoc	3.558392e-06	3.991751e-05
RUG11204	2.552659e-05	1.772527e-05
BOG-1338	2.236548e-05	2.087607e-05
Chlorobium	8.21566e-06	3.493617e-05
Niallia	2.388132e-05	1.905653e-05
UBA2296	1.505869e-05	2.782181e-05
SLRQ01	3.726932e-05	5.552841e-06
Floricoccus	2.828935e-05	1.451091e-05
CAKMMH01	0	4.269266e-05
UBA5757	2.980506e-05	1.288267e-05
Muricauda	3.507807e-05	7.514337e-06
J095	2.894989e-05	1.360877e-05
JAILPU01	2.038313e-05	2.204935e-05
Termititenax	0	4.235846e-05
SSA5	1.633849e-05	2.596557e-05
UBA2033	4.103358e-05	1.249629e-06
Ch29	1.908007e-05	2.318099e-05
CAG-314	6.290727e-06	3.594522e-05
RUG11864	3.087429e-05	1.13382e-05
JAAZJD01	0	4.219298e-05
CALZFJ01	2.486477e-05	1.721009e-05
JABHEG01	2.784203e-05	1.421441e-05
DUPU01	3.843872e-05	3.597206e-06
Lonepinella	1.579495e-05	2.620776e-05
JADPRS01	2.871531e-05	1.325682e-05
RGIG3544	3.656794e-05	5.243231e-06
Alicyclobacillus_H	5.176007e-06	3.662995e-05
JAMDDL01	1.552577e-05	2.623124e-05
RGIG9341	1.424754e-05	2.747669e-05
Halarsenatibacter	2.295988e-05	1.861279e-05
UBA1758	3.05263e-05	1.100417e-05
SIG587	2.145146e-05	1.99859e-05
HO2-45-28	3.822346e-05	3.168587e-06
Mesoplasma	2.280909e-05	1.85339e-05
Catenovulum	3.210341e-05	9.221432e-06
DYQK01	0	4.129473e-05
RGIG2893	3.544725e-05	5.703111e-06
W0P28-013	1.157701e-05	2.956894e-05
DSWB01	0	4.113294e-05
Fen-1258	2.083756e-05	2.025413e-05
JAJRXG01	3.735298e-05	3.715444e-06
Caldatribacterium	4.101936e-05	0
JAKVON01	3.173162e-05	9.238412e-06
Sneathia	3.199942e-05	8.955032e-06
Massilibacteroides	1.785388e-05	2.307271e-05
WSYB01	0	4.090701e-05
Hanamia	2.474588e-05	1.613578e-05
UBA2227	2.722003e-05	1.363106e-05
PUPG01	2.493438e-05	1.590435e-05
FCNU01	2.102032e-05	1.974588e-05
UBA3951	1.899305e-05	2.176971e-05
Winogradskyella	1.983278e-05	2.091652e-05
UBA2210	2.865331e-05	1.203484e-05
Capnocytophaga	2.831272e-05	1.235053e-05
Nitratiruptor	2.730064e-05	1.335113e-05
Pseudalkalibacillus	2.459779e-05	1.601776e-05
Clostridiisalibacter	1.325963e-05	2.732494e-05
JABBTK01	4.051698e-05	0
JAGVVH01	1.051552e-05	2.990271e-05
Thiomargarita	1.058676e-05	2.981046e-05
UBA11475	1.522901e-05	2.502469e-05
Catenisphaera	3.885941e-05	1.330454e-06
Amphibacillus_C	8.558012e-07	3.923444e-05
JAIHAL01	3.43622e-05	5.690335e-06
SpSt-227	2.824887e-05	1.172405e-05
RGIG3178	3.261389e-05	7.290607e-06
JAMDEO01	1.926319e-05	2.038804e-05
Flavipsychrobacter	3.613608e-05	3.465547e-06
UMGS1109	1.768445e-05	2.180973e-05
79-D21	2.586464e-05	1.35515e-05
Paenibacillus_O	2.843854e-05	1.09408e-05
JALNZU01	3.084575e-05	8.462196e-06
MGML01	3.625629e-05	3.023205e-06
GCA-2707915	3.137622e-05	7.898512e-06
Obscuribacter	3.55094e-05	3.757952e-06
VKGY01	3.019674e-06	3.61762e-05
Rhodobium	2.855265e-05	1.063536e-05
QHXM01	3.912976e-05	0
T1Sed10-7	3.912543e-05	0
JAEDJH01	2.085755e-05	1.817834e-05
Sulfuriflexus	1.156913e-05	2.719954e-05
UBA5435	2.844898e-05	1.02617e-05
DUWA01	2.456072e-05	1.414703e-05
DRLW01	2.529121e-05	1.341096e-05
UBA6099	1.353064e-05	2.509057e-05
BOG-1155	2.931485e-05	9.284619e-06
WQUF01	3.679047e-05	1.783632e-06
JAHJRV01	2.678534e-05	1.175085e-05
Limnobaculum	3.31411e-05	5.330099e-06
JABGPX01	2.350508e-05	1.490863e-05
UBA7701	1.391804e-05	2.448877e-05
Frigididesulfovibrio	0	3.837523e-05
SHND01	8.095102e-06	3.024742e-05
Emticicia	1.088964e-05	2.744888e-05
Tener-01	1.097526e-05	2.732327e-05
JAGHEK01	2.956755e-05	8.707522e-06
JAEXBN01	3.138404e-05	6.811024e-06
WRAX01	3.054205e-05	7.574515e-06
JAJPZL01	3.769731e-05	3.818776e-07
JAAYBY01	1.39795e-05	2.403564e-05
JANWUX01	1.378541e-06	3.642504e-05
CAINXC01	3.412388e-05	3.643699e-06
JALOAF01	9.002366e-07	3.673055e-05
Heliorestis	2.137695e-05	1.624833e-05
B28-G16	1.70721e-05	2.052583e-05
CALVJV01	2.350634e-06	3.519459e-05
Persicobacter	2.092697e-05	1.660379e-05
Anaerosalibacter_A	1.51814e-05	2.233094e-05
CAIWCD01	8.748996e-06	2.872378e-05
RGIG6098	1.352718e-05	2.389513e-05
Komagataeibacter	9.317089e-06	2.805311e-05
JACPGE01	2.816943e-05	9.198799e-06
RGIG8785	2.893257e-05	8.376362e-06
JAKSSR01	3.209886e-05	5.181025e-06
Thalassotalea_B	2.504144e-05	1.221396e-05
JAILLO01	2.228497e-05	1.489345e-05
Phocoenobacter	0	3.712728e-05
JAEINS01	0	3.708337e-05
REEB422	1.349909e-05	2.35169e-05
Macrococcus	1.239469e-05	2.462094e-05
UBA2450	1.099598e-05	2.600797e-05
UBA5614	1.909607e-05	1.779261e-05
CALWRM01	2.766283e-05	9.010379e-06
JAJZQD01	3.448129e-05	2.178423e-06
UBA5704	3.179505e-05	4.855921e-06
Avichristensenella	1.108069e-05	2.551165e-05
CALVLZ01	2.856842e-05	8.014861e-06
JAGLTR01	2.640734e-05	1.014021e-05
Profundibacter	2.041687e-05	1.607814e-05
JACKAP01	0	3.647564e-05
Hel1-33-131	3.232181e-05	4.066045e-06
Phytobacter	1.455267e-06	3.488076e-05
Elizabethkingia	2.630708e-05	1.001199e-05
UBA937	2.349507e-05	1.280594e-05
RUG666	2.355908e-05	1.270488e-05
CAJPPJ01	3.624551e-05	0
Erwinia	1.300774e-05	2.321285e-05
Inediibacterium	5.456942e-06	3.075052e-05
CAKSIP01	1.676525e-05	1.943629e-05
Defluviitalea	2.864577e-05	7.483746e-06
Ilyomonas	2.400299e-05	1.206406e-05
CAIQPS01	1.286617e-05	2.315758e-05
JAEUIE01	3.517121e-05	7.68457e-07
CAJWLW01	2.454577e-05	1.131118e-05
VBAT01	1.555189e-05	2.028876e-05
Venatoribacter	2.829477e-05	7.477244e-06
Propionicimonas	4.412838e-06	3.125695e-05
RGIG6452	1.392244e-05	2.168952e-05
WRNP01	1.889309e-05	1.659933e-05
Rahnella	9.591725e-06	2.589299e-05
UBA5453	2.286478e-05	1.248106e-05
JAFGIV01	3.150983e-06	3.219288e-05
UBA5734	2.862036e-06	3.247718e-05
WRBK01	1.295105e-05	2.23856e-05
Halothece	0	3.529471e-05
DUMJ01	3.380512e-05	1.464864e-06
BB28	0	3.517913e-05
JADLFM01	2.142357e-06	3.301737e-05
Epulopiscium_A	2.759642e-05	7.55464e-06
Alteromonas	3.046487e-05	4.579137e-06
JAFGHD01	2.181005e-06	3.282635e-05
JADFXM01	0	3.497369e-05
JABMPR01	1.743651e-05	1.749646e-05
Paraliobacillus	2.257266e-05	1.236004e-05
Superficieibacter	0	3.483884e-05
JANLFM01	1.120051e-05	2.359229e-05
Methylobacterium	2.080403e-05	1.394174e-05
RUG13091	2.196785e-05	1.275502e-05
Anaerolinea	1.738187e-05	1.725249e-05
JALNXF01	1.758019e-05	1.698092e-05
RGIG1955	8.333104e-06	2.606164e-05
PALSA-1440	9.126303e-06	2.5268e-05
WQUN01	2.463363e-05	9.688155e-06
CALXWF01	6.885318e-06	2.74287e-05
Mucilaginibacter_A	3.044659e-05	3.846996e-06
Petrocella	2.615372e-05	8.086559e-06
Mitsuokella	1.785141e-05	1.63754e-05
Tibeticola	0	3.416185e-05
JAGMCI01	2.20561e-05	1.203885e-05
Gallibacter	3.241863e-05	1.658038e-06
UBA4664	3.404913e-05	0
Salinivibrio	3.095328e-05	2.958363e-06
UBA4248	1.767147e-05	1.623151e-05
GCA-002720895	1.700774e-05	1.687646e-05
Aneurinibacillus_B	3.262947e-05	1.146971e-06
RGIG5669	1.002887e-05	2.371904e-05
Ignavigranum	3.025083e-05	3.469588e-06
Shimazuella	2.446189e-05	9.246749e-06
Bacillus_BE	2.147077e-05	1.222696e-05
UBA1934	2.257636e-05	1.110841e-05
UBA3103	2.787915e-05	5.772122e-06
Balneola	2.74617e-05	6.18887e-06
Pseudoclavibacter	1.191749e-05	2.16959e-05
CAJOOD01	8.796467e-06	2.477727e-05
JABMSE01	1.840984e-05	1.506355e-05
Bacillus_BB	3.032294e-05	3.071212e-06
Caldora	2.515194e-05	8.2162e-06
Ruminobacter	1.514147e-05	1.821526e-05
Kluyvera	7.29516e-07	3.26194e-05
Methylotuvimicrobium	1.169108e-05	2.158386e-05
UBA5266	2.615941e-05	7.024326e-06
CAKTER01	1.591733e-05	1.724205e-05
CG2-30-53-67	6.555278e-06	2.659534e-05
JAGLHR01	2.053955e-05	1.260918e-05
SIG694	2.637698e-05	6.762112e-06
Virgibacillus_E	2.427303e-06	3.065414e-05
Flammeovirga	1.067026e-05	2.240493e-05
Rhizomicrobium	1.844411e-05	1.457841e-05
Pelorhabdus	1.846735e-05	1.450018e-05
CAKAHY01	3.293135e-05	0
Albitalea	1.917221e-05	1.375007e-05
CALVJO01	4.411198e-06	2.849136e-05
JACRLW01	2.30858e-05	9.758507e-06
